l1wgrid1,l1wgrid2,l1wgrid3,l1wgrid4,l1wgrid5,l1wgrid6,l1wgrid7,l1wgrid8,l1wgrid9,l1wgrid10,l1wgrid11,l1wgrid12,l1wgrid13,l1wgrid14,l1wgrid15,l1wgrid16,l1wgrid17,l1wgrid18,l1wgrid19,l1wgrid20,l1wgrid21,l1wgrid22,l1wgrid23,l1wgrid24,l1wgrid25,l1wgrid26,l1wgrid27,l1wgrid28,l1wgrid29,l1wgrid30,l1wgrid31,l1wgrid32,l1wgrid33,l1wgrid34,l1wgrid35,l1wgrid36,l1wgrid37,l1wgrid38,l1wgrid39,l1wgrid40,l1wgrid41,l1wgrid42,l1wgrid43,l1wgrid44,l1wgrid45,l1wgrid46,l1wgrid47,l1wgrid48,l1wgrid49,l1wgrid50
0,0,0,1,0,0,0,0,2,1,1,1,1,0,0,0,1,0,0,5,5,1,0,1,2,0,2,1,1,0,1,0,0,1,1,2,1,1,6,0,0,2,2,1,0,0,1,0,0,1
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,5,2,2,0,0,1,2,2,2
0,0,1,1,2,2,0,0,1,1,0,2,4,2,5,2,3,4,0,2,1,4,3,0,2,0,7,5,2,3,4,1,4,7,5,4,3,1,4,0,2,6,7,5,2,3,3,3,3,4
0,0,0,0,1,4,1,0,2,4,4,4,5,2,1,4,3,2,0,3,4,0,2,1,1,0,4,4,3,0,1,0,2,4,3,3,1,0,5,0,1,5,3,1,0,0,3,4,4,1
0,0,0,1,0,2,1,0,2,0,0,0,2,3,3,2,2,1,0,2,0,2,4,2,1,0,5,0,0,2,0,0,1,1,2,1,4,1,2,1,0,4,0,2,0,0,1,4,5,1
0,0,0,0,0,2,1,0,2,3,3,3,5,5,4,2,2,1,0,2,2,1,1,2,2,1,1,2,1,2,0,1,0,2,2,1,2,0,4,2,0,2,1,1,0,0,0,1,2,2
1,0,0,0,1,4,0,1,1,2,1,1,4,2,3,4,2,2,0,1,2,0,1,1,3,2,3,2,3,0,1,1,2,3,3,2,2,0,3,0,1,4,2,2,0,1,2,3,3,0
1,0,0,0,3,3,0,0,5,0,0,1,3,2,4,3,2,1,0,1,2,3,1,0,2,0,2,4,2,1,1,1,1,2,2,1,0,0,6,1,1,0,1,2,0,0,1,0,0,1
0,0,0,0,0,1,0,1,0,1,1,0,1,2,2,0,0,0,0,4,3,1,0,0,1,0,6,1,1,1,0,0,0,1,1,1,1,0,5,2,2,3,2,4,1,2,0,3,3,7
1,0,0,0,2,1,1,2,5,1,0,1,4,3,3,1,0,0,0,4,4,1,3,1,3,1,3,1,2,2,0,0,0,2,2,1,1,2,4,0,2,3,5,4,1,1,0,1,1,6
2,0,0,0,2,4,0,0,4,2,2,2,3,2,5,4,3,5,0,5,5,1,0,0,3,1,2,3,1,7,1,1,4,5,4,4,3,1,7,1,4,7,5,3,2,2,5,5,5,1
0,0,0,0,3,5,0,0,3,2,2,3,5,0,2,6,2,5,1,6,6,3,4,1,1,0,6,3,3,1,0,1,3,7,9,2,1,1,9,0,4,5,5,4,0,0,5,2,2,5
0,0,0,0,0,2,0,0,1,0,0,0,0,2,3,2,2,3,1,5,2,0,3,2,0,0,5,0,0,3,0,0,2,2,3,2,2,0,3,1,2,5,4,3,1,4,4,5,2,4
1,0,0,0,1,4,1,0,2,0,0,0,3,1,2,3,1,4,0,4,4,2,0,4,2,0,3,0,0,1,0,0,2,2,3,3,2,0,8,0,2,4,4,1,0,0,2,2,1,2
1,0,0,1,1,1,0,1,3,0,0,0,2,3,2,1,1,2,0,4,1,1,1,1,1,0,1,0,0,1,0,0,1,1,4,1,2,0,5,0,0,2,0,2,0,0,2,0,0,2
0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,2,1,1,0,5,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,3,3,0,2,0,0,5,3,1,0,0,2,1,1,1
0,0,0,0,1,0,0,1,3,0,0,0,0,2,1,0,2,2,1,4,2,2,1,0,0,1,4,0,1,1,2,0,2,4,3,3,1,0,4,0,1,6,4,2,0,0,5,2,2,2
0,0,0,1,3,2,1,0,4,2,3,3,5,2,4,2,2,2,1,0,2,0,2,1,1,0,0,4,3,2,1,0,2,3,3,2,3,1,2,0,2,3,2,4,0,0,1,1,1,4
0,0,0,0,1,0,1,0,6,1,2,2,1,0,2,0,1,1,0,1,1,0,1,1,4,0,2,2,2,1,1,2,1,2,1,0,2,0,4,0,2,5,3,1,0,1,0,4,4,1
1,0,0,0,1,3,1,0,1,0,0,1,1,5,7,3,1,1,0,1,1,1,1,0,1,0,3,2,1,2,1,0,1,1,2,1,2,0,3,0,1,4,3,2,0,0,2,1,1,2
0,0,0,0,0,2,0,0,1,1,1,1,1,1,2,2,1,2,0,3,3,1,0,1,0,0,1,2,1,2,3,1,2,1,1,0,1,1,6,0,2,2,1,1,0,0,2,2,2,1
0,0,0,0,0,1,0,0,2,1,1,1,4,0,1,1,3,3,2,2,2,1,0,0,2,0,0,1,0,0,1,0,2,3,5,2,0,0,3,1,2,1,1,1,0,1,2,0,0,1
0,0,0,0,1,2,1,0,3,1,1,1,4,2,2,2,3,3,0,3,4,4,1,0,0,0,1,3,2,2,0,0,3,1,3,1,1,3,4,2,3,3,1,0,0,0,1,0,0,1
0,0,0,0,1,3,1,0,2,1,0,1,2,1,2,3,5,4,0,1,2,0,1,0,3,0,1,1,1,3,0,0,4,4,4,2,2,0,2,1,1,4,3,4,0,0,2,0,0,6
2,0,0,0,1,6,0,0,5,3,2,2,4,4,5,6,3,3,0,4,4,1,2,3,2,0,5,3,1,4,2,1,3,2,3,6,3,2,9,2,3,8,6,1,1,1,6,2,3,2
1,0,0,1,1,5,0,1,1,1,1,2,1,2,5,4,4,2,0,5,3,0,0,2,2,1,6,1,1,2,0,3,2,2,3,4,3,1,8,1,4,4,4,3,0,0,4,2,1,3
1,0,0,0,0,1,0,1,3,4,4,4,4,0,1,0,2,3,0,3,2,0,2,1,3,1,2,3,3,2,1,2,3,2,4,0,5,3,3,1,1,4,4,1,0,1,1,2,2,2
1,0,0,1,2,2,0,0,0,1,2,2,3,1,4,3,2,1,0,2,0,1,1,1,1,0,2,2,3,1,0,1,1,3,2,4,1,1,3,0,0,2,2,1,0,1,1,3,2,1
0,0,0,2,1,4,0,0,1,0,0,0,1,0,0,4,3,4,0,3,3,0,3,0,1,1,5,1,1,0,1,1,4,3,3,2,0,2,8,2,0,5,5,4,0,0,3,1,1,5
0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,1,1,1,2,1,3,0,0,1,0,0,0,1,1,1,1,0,2,0,0,1,1,1,0,0,3,0,0,2
0,0,2,1,1,4,0,1,5,4,2,4,7,2,2,4,3,2,0,4,5,2,1,0,2,0,2,7,6,4,4,2,2,1,1,3,2,1,6,0,2,4,4,1,1,1,2,2,2,1
1,0,0,0,1,1,0,0,1,2,2,2,5,1,1,1,2,1,0,1,2,0,2,0,3,0,5,4,6,5,1,1,1,2,1,0,3,2,5,1,2,3,2,0,0,1,3,1,1,2
0,0,0,2,0,5,0,1,0,2,2,2,3,3,3,5,2,3,0,4,5,0,0,2,3,0,2,3,4,1,0,1,2,1,1,2,11,2,9,1,3,11,3,0,1,1,3,5,6,0
0,0,0,1,0,3,0,0,2,4,3,3,3,0,1,3,1,3,2,2,3,1,0,1,3,0,0,3,2,2,1,0,1,1,3,6,2,1,3,0,1,4,1,4,0,1,4,3,3,4
0,0,0,0,0,6,0,0,2,3,3,3,6,0,0,5,3,3,1,1,0,3,2,1,2,0,1,5,4,1,3,5,3,3,3,7,4,0,2,1,1,5,4,2,0,2,2,2,3,3
0,0,0,0,1,0,0,2,2,0,0,0,2,5,6,0,3,3,0,2,1,2,2,0,1,0,1,1,2,3,1,0,3,3,5,0,4,0,4,0,1,5,0,2,0,0,4,5,5,1
0,0,0,0,0,1,0,0,3,1,1,1,2,1,0,1,4,2,1,1,2,3,1,1,1,0,1,1,2,1,3,2,3,3,5,3,1,0,2,1,0,0,1,1,0,0,1,1,1,2
0,0,0,1,1,6,1,0,3,0,0,1,4,5,6,5,7,4,1,2,1,0,0,2,3,0,2,3,3,3,0,1,4,5,5,3,2,3,1,1,1,2,1,5,0,0,3,1,2,5
2,0,0,0,2,2,0,0,2,3,2,1,3,1,4,3,2,3,0,4,6,3,0,2,4,1,7,5,3,3,1,0,2,4,3,3,3,0,11,1,2,8,4,1,0,0,5,2,2,1
0,0,0,0,2,3,0,1,3,3,4,4,6,1,3,4,3,4,0,4,6,2,2,1,2,1,3,3,2,1,1,1,3,5,6,4,2,0,7,4,3,5,5,5,0,2,1,2,2,2
1,0,0,0,0,2,0,0,2,2,2,2,2,2,3,2,4,4,1,4,6,2,2,0,0,0,3,2,2,2,1,1,3,3,3,3,3,0,8,0,3,7,7,5,0,0,1,2,2,4
1,0,0,0,2,2,0,1,1,3,2,2,2,1,1,2,1,2,1,2,0,2,0,2,0,0,3,1,1,1,1,1,3,2,1,2,1,0,2,0,0,2,2,3,1,0,2,1,1,5
0,0,1,0,1,0,0,0,3,2,2,2,5,2,2,0,1,0,2,3,1,0,2,1,3,0,3,3,3,2,0,1,0,0,0,2,3,0,7,1,2,5,2,2,2,3,1,3,4,4
1,0,0,0,2,1,0,0,3,0,0,0,0,1,1,2,0,0,0,2,1,2,0,1,3,0,0,0,0,0,1,0,0,2,1,3,2,0,2,2,0,3,3,1,0,0,2,2,2,0
0,0,0,0,0,7,0,0,4,1,1,1,2,6,6,7,2,3,1,2,3,2,0,2,2,1,4,1,1,5,1,0,2,5,4,6,4,0,3,0,0,8,4,2,0,1,3,2,2,2
0,0,1,0,2,0,0,0,2,1,2,2,3,4,3,1,0,0,0,3,4,1,1,1,2,0,5,1,2,5,1,0,0,1,3,1,2,0,5,0,1,3,3,1,1,1,3,2,2,1
0,0,0,0,1,2,0,0,3,1,1,1,1,2,3,2,2,2,1,4,4,0,0,0,0,1,2,1,0,2,0,0,2,2,2,3,1,0,4,0,0,3,2,0,0,1,3,1,1,3
0,0,0,0,2,2,0,1,2,0,0,0,4,2,2,2,0,1,0,3,4,0,0,0,1,1,2,3,2,2,1,1,1,3,4,0,2,0,5,0,2,5,4,1,1,1,2,1,1,2
0,0,0,0,1,5,1,0,1,0,0,0,3,2,2,5,3,3,0,2,4,1,2,1,2,1,2,1,2,4,1,2,3,2,5,3,0,0,3,1,4,0,1,2,1,1,3,1,2,5
1,0,0,0,0,2,0,0,5,0,0,0,0,0,1,2,0,0,1,6,3,2,3,1,4,0,2,0,0,1,0,0,0,2,4,3,4,1,6,0,4,6,2,2,0,2,2,4,4,4
0,0,0,0,1,2,0,0,2,0,0,0,0,1,2,2,1,1,1,3,3,0,0,1,2,0,3,0,0,2,1,0,1,2,4,3,3,0,5,2,3,1,1,5,1,3,2,4,4,3
0,0,1,0,1,2,0,0,2,4,3,3,2,3,5,2,1,1,0,6,6,2,1,0,3,0,4,2,1,4,0,0,1,1,2,1,3,0,8,0,1,6,4,3,0,0,1,3,3,4
0,0,0,0,3,4,0,0,0,2,3,3,5,2,2,4,1,1,0,7,6,1,0,2,2,1,2,2,1,3,1,1,1,2,2,4,5,2,9,3,0,6,5,2,1,1,4,3,1,2
1,0,0,0,0,4,0,0,2,2,2,1,2,2,2,4,1,2,0,4,3,0,2,0,1,0,2,1,2,0,0,0,1,1,1,2,1,0,4,0,2,6,4,0,0,0,5,2,1,1
1,0,0,0,2,2,0,0,2,4,4,4,4,0,0,2,2,2,0,3,0,0,0,2,3,1,3,4,4,0,2,1,2,3,3,2,3,0,6,1,0,8,5,3,1,0,7,2,2,4
0,0,0,0,0,2,0,1,0,3,2,2,2,0,1,2,2,2,0,4,4,1,1,2,1,1,5,0,0,0,0,0,2,2,4,0,1,1,6,0,2,1,0,0,0,1,1,2,1,2
0,0,0,0,2,3,0,0,2,1,2,2,3,3,4,3,1,1,0,5,4,1,3,1,0,0,3,2,2,4,0,0,1,5,4,2,0,0,8,0,2,2,2,3,0,0,2,1,1,3
0,0,0,1,4,4,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,3,1,1,2,2,2,0,0,0,0,0,1,0,0,1,4,0,2,0,0,5,1,0,0,1,2,3,3,0
0,0,0,0,3,4,1,0,2,1,1,1,1,4,6,4,1,1,2,2,2,0,2,0,1,0,0,1,1,4,0,0,0,1,1,1,2,1,3,0,0,6,4,1,1,2,2,4,4,1
0,0,0,0,1,5,0,0,3,2,2,2,4,2,3,4,0,0,0,3,2,1,1,1,2,0,2,3,3,3,1,1,0,2,3,2,0,0,5,1,0,0,0,1,1,1,3,0,0,1
0,0,0,1,1,4,2,0,2,1,1,1,2,6,4,4,1,2,0,2,1,2,2,1,3,0,3,1,1,2,1,1,1,1,2,1,2,0,5,0,0,6,4,2,1,1,0,4,4,3
1,0,0,0,1,2,0,0,2,3,2,2,2,3,3,2,0,1,1,4,4,0,2,1,0,0,4,1,1,3,0,0,0,2,2,2,1,0,7,0,1,3,2,2,0,0,1,2,2,0
1,0,0,0,1,3,0,0,1,2,2,2,1,6,5,3,1,2,0,1,0,1,2,2,2,0,1,1,1,5,0,1,1,1,3,3,0,0,3,0,0,2,2,3,0,0,0,1,1,3
0,0,0,0,1,4,0,0,1,0,0,0,2,1,2,4,0,1,1,2,3,1,1,2,1,0,4,0,0,1,0,1,0,1,4,3,0,0,3,0,1,3,2,2,1,1,2,1,2,4
0,0,0,0,1,1,1,0,2,0,0,0,1,4,3,1,2,4,0,3,1,2,2,2,1,0,5,0,0,2,0,0,2,1,1,1,1,1,2,0,0,2,1,2,0,1,0,2,1,3
0,0,0,0,0,1,0,0,3,1,1,1,2,2,2,1,2,0,0,2,1,1,0,1,2,0,1,2,2,2,0,1,0,1,3,1,2,1,4,1,0,3,1,2,0,0,2,2,2,4
0,0,1,0,2,2,0,0,1,2,2,1,1,0,0,2,2,3,1,4,2,2,1,3,2,0,3,1,1,0,1,1,0,1,2,2,1,2,5,1,0,4,3,0,0,0,3,1,1,2
0,0,0,0,1,3,0,0,2,3,3,3,2,0,1,2,2,2,0,4,3,2,0,0,1,0,3,2,2,0,0,0,2,2,2,1,0,0,5,0,0,5,4,2,1,0,2,1,2,3
0,0,0,0,1,2,1,0,2,1,1,1,2,1,2,2,2,2,0,1,0,0,0,0,1,1,3,1,1,2,2,1,2,3,3,1,2,1,0,0,0,1,0,1,0,0,2,1,1,1
0,0,0,0,0,1,1,0,4,2,2,2,2,0,1,0,2,2,0,4,5,3,2,1,4,0,2,1,2,3,0,0,2,2,3,1,3,1,8,1,0,8,5,4,0,0,4,3,3,5
0,0,0,0,1,1,0,0,0,0,0,0,1,2,2,1,1,1,0,4,2,2,1,0,1,1,3,0,0,2,0,0,1,1,3,1,1,1,3,0,0,5,3,4,0,0,1,2,2,6
0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,2,2,0,1,0,2,0,0,0,0,0,1,1,1,0,0,2,0,0,1,1,0,2,0,0,2,1,1,0,0,2,1,1,1
